face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,participant
detected_faces\00949.jpg,East Asian,Asian,Female,20-29,"[0.19609816 0.06460516 0.11875123 0.37115526 0.1640474  0.01987251
 0.06547025]",[0.03185886 0.11994813 0.8430992  0.00509385],[0.13956445 0.8604356 ],"[1.2714005e-03 1.0492107e-02 8.2261711e-02 5.1385325e-01 3.2072037e-01
 6.1336439e-02 8.3601912e-03 1.5291004e-03 1.7545400e-04]",00949
detected_faces\00948.jpg,East Asian,White,Female,9-Mar,"[0.3394096  0.00630409 0.08050542 0.48758253 0.08175046 0.00079347
 0.00365445]",[0.5996247  0.04736544 0.35236967 0.00064018],[0.49049157 0.5095084 ],"[3.2182110e-03 6.0903001e-01 3.1091917e-01 7.0895523e-02 5.6896750e-03
 2.3270998e-04 1.2202952e-05 2.0299681e-06 4.8432844e-07]",00948
detected_faces\00947.jpg,East Asian,Asian,Male,20-29,"[0.06418059 0.00418771 0.02830627 0.7602612  0.13202915 0.00180817
 0.0092269 ]",[0.01616719 0.08072229 0.87781155 0.02529896],[0.58278745 0.41721264],"[3.2207747e-05 4.7484003e-03 2.2880960e-01 6.6349095e-01 9.4125390e-02
 8.2078138e-03 5.1039114e-04 6.5856300e-05 9.4447178e-06]",00947
detected_faces\00945.jpg,Latino_Hispanic,Asian,Male,20-29,"[0.03489315 0.02960046 0.3856901  0.22526342 0.15308324 0.13681458
 0.034655  ]",[0.40802297 0.00875011 0.53874725 0.0444796 ],[0.910037 0.089963],"[0.00062176 0.05404312 0.25696284 0.44925177 0.16741586 0.05500256
 0.00730799 0.00619757 0.00319659]",00945
detected_faces\00944.jpg,Latino_Hispanic,White,Female,20-29,"[0.3223929  0.03171125 0.36573356 0.00307298 0.00818819 0.03766233
 0.23123874]",[0.40176475 0.3090373  0.12806386 0.16113412],[0.01908456 0.9809154 ],"[8.5861038e-06 1.0030580e-03 8.8068083e-02 7.6705730e-01 1.4040272e-01
 3.3755044e-03 7.7191376e-05 7.1326854e-06 4.3007557e-07]",00944
detected_faces\00939.jpg,White,White,Female,20-29,"[0.47507837 0.00482085 0.24876836 0.00695466 0.0169942  0.01267233
 0.2347112 ]",[0.87713736 0.01427022 0.10333025 0.00526211],[0.42212874 0.5778712 ],"[5.0791446e-06 1.7964226e-03 1.4144677e-01 5.9520715e-01 2.3720124e-01
 2.3455950e-02 7.8766391e-04 9.0085479e-05 9.5814130e-06]",00939
detected_faces\00938.jpg,Southeast Asian,Asian,Male,20-29,"[0.05536497 0.00133741 0.10593578 0.247262   0.46163493 0.01604179
 0.11242309]",[0.00207149 0.00960822 0.98565334 0.00266699],[0.9933185 0.0066815],"[1.0010483e-05 5.0798985e-03 4.5223331e-01 4.9164990e-01 4.7690224e-02
 3.1827181e-03 1.3005000e-04 2.2250406e-05 1.5708529e-06]",00938
detected_faces\00935.jpg,Black,Asian,Male,20-29,"[0.02740471 0.5089289  0.33321002 0.08145721 0.03816644 0.0054531
 0.00537965]",[0.06747005 0.32581225 0.57491785 0.03179985],[0.86051536 0.13948461],"[1.2043703e-03 2.4105547e-02 9.7748168e-02 5.9699368e-01 2.4263492e-01
 3.2485738e-02 3.6376263e-03 9.9732552e-04 1.9270595e-04]",00935
detected_faces\00934.jpg,White,White,Female,20-29,"[5.8177674e-01 6.0126465e-04 5.2204657e-02 3.3431697e-01 2.8497944e-02
 1.6248423e-04 2.4399385e-03]",[0.90000147 0.00090689 0.09536526 0.00372637],[0.01352163 0.9864783 ],"[5.9338572e-04 2.0220907e-02 4.9189787e-02 6.4633328e-01 2.0628081e-01
 6.8934076e-02 6.4493548e-03 1.6683702e-03 3.3009381e-04]",00934
detected_faces\00933.jpg,White,Asian,Female,20-29,"[0.71667427 0.03363855 0.11461789 0.09031826 0.02850772 0.00110003
 0.01514329]",[0.4048503  0.06444374 0.52343684 0.00726909],[0.07471494 0.92528504],"[1.1640636e-05 7.1274000e-04 4.3351870e-02 7.0647448e-01 2.1904938e-01
 2.6958259e-02 2.9084629e-03 4.8118245e-04 5.2056028e-05]",00933
detected_faces\00932.jpg,White,Black,Female,20-29,"[0.43306828 0.03562402 0.1278002  0.26689422 0.0692715  0.01477139
 0.05257038]",[0.04729668 0.69770306 0.13916586 0.11583437],[0.46126398 0.53873605],"[3.2791617e-05 3.5068365e-03 1.2531596e-01 6.4369529e-01 1.9839105e-01
 2.4841553e-02 3.1674809e-03 8.6826598e-04 1.8077545e-04]",00932
detected_faces\00931.jpg,White,White,Male,20-29,"[0.42870778 0.00270495 0.22489722 0.15482633 0.09736719 0.00172898
 0.08976767]",[0.8366386  0.00326188 0.15336911 0.00673037],[9.995320e-01 4.680282e-04],"[1.25575125e-05 1.76298397e-03 1.59379885e-01 7.45446384e-01
 8.96292478e-02 3.65384016e-03 1.06748739e-04 7.70151837e-06
 6.48643891e-07]",00931
detected_faces\00930.jpg,White,White,Male,30-39,"[0.43648854 0.01315728 0.4023875  0.01598278 0.00467246 0.01501518
 0.11229622]",[0.5052894  0.09481113 0.1541709  0.24572861],[0.5647921  0.43520796],"[0.00057662 0.011574   0.06184638 0.1439519  0.23709206 0.20085391
 0.16172981 0.14615028 0.03622505]",00930
detected_faces\00927.jpg,White,Asian,Female,20-29,"[0.5779253  0.01829769 0.06809776 0.21760204 0.09226593 0.00396466
 0.02184663]",[0.28359178 0.00940513 0.6980746  0.00892849],[0.05843272 0.9415673 ],"[3.7706925e-03 1.7767180e-02 3.0819697e-02 7.0886791e-01 2.2653858e-01
 1.1766170e-02 4.0496964e-04 5.3601685e-05 1.1234704e-05]",00927
detected_faces\00926.jpg,White,White,Male,9-Mar,"[0.6918599  0.00667441 0.05804337 0.1156763  0.04260883 0.00406116
 0.0810761 ]",[0.5249062  0.00477667 0.4696991  0.00061798],[0.5957759  0.40422407],"[0.01825161 0.36384055 0.17778955 0.31907195 0.09809298 0.01758685
 0.00349983 0.00117976 0.00068697]",00926
detected_faces\00924.jpg,White,Asian,Female,20-29,"[0.747537   0.01096101 0.04870163 0.14687628 0.0245277  0.00375945
 0.01763698]",[0.11640633 0.01939966 0.84867126 0.01552276],[0.10583472 0.89416534],"[1.62874960e-06 5.18654997e-05 1.36617925e-02 7.23540008e-01
 2.47260526e-01 1.49586089e-02 4.91009036e-04 3.25948204e-05
 1.93320329e-06]",00924
detected_faces\00923.jpg,East Asian,Asian,Female,20-29,"[0.17193717 0.02880181 0.10759    0.45050442 0.22037332 0.01511895
 0.00567435]",[0.00120971 0.01938206 0.97683585 0.00257236],[0.20855176 0.79144824],"[1.1835362e-05 2.6354436e-03 4.2283364e-02 7.7296406e-01 1.7838095e-01
 3.6832730e-03 3.9529998e-05 1.4317648e-06 7.0675512e-08]",00923
detected_faces\00921.jpg,Indian,Indian,Female,20-29,"[0.04292567 0.02349388 0.32333133 0.00476816 0.04204331 0.4440942
 0.11934341]",[0.09176855 0.02044361 0.02910051 0.85868734],[0.1975684 0.8024316],"[6.5729296e-04 1.8267017e-02 5.5827972e-02 4.5196837e-01 4.3664747e-01
 3.5338275e-02 1.1888099e-03 9.7495809e-05 7.2961748e-06]",00921
detected_faces\00915.jpg,White,White,Male,20-29,"[0.6763236  0.04778471 0.19487338 0.00942017 0.01022613 0.01021228
 0.05115983]",[0.5242569  0.36648044 0.10304177 0.00622095],[0.9304094  0.06959067],"[2.4704664e-04 8.7397331e-03 1.1068336e-01 5.9312576e-01 1.9949876e-01
 6.3791968e-02 1.8082878e-02 4.9617793e-03 8.6874544e-04]",00915
detected_faces\00914.jpg,Latino_Hispanic,Asian,Female,20-29,"[0.0592211  0.00521637 0.327117   0.27230367 0.22454476 0.04204356
 0.06955357]",[0.03056494 0.00336787 0.9328068  0.03326046],[0.23697816 0.7630219 ],"[1.10872505e-04 4.91194148e-03 5.38005680e-02 7.23736286e-01
 2.01816142e-01 1.48250079e-02 6.79098244e-04 1.07967287e-04
 1.21313524e-05]",00914
detected_faces\00912.jpg,White,White,Female,19-Oct,"[9.9845451e-01 2.4961048e-06 1.7743920e-04 3.5765074e-04 2.0976014e-04
 2.2569802e-06 7.9599523e-04]",[9.2833006e-01 4.0234700e-05 7.0811823e-02 8.1785419e-04],[0.0105185 0.9894815],"[6.0029110e-05 8.1830606e-02 6.6978955e-01 1.9653650e-01 4.7843520e-02
 3.7726306e-03 1.5480706e-04 8.9741889e-06 3.3416263e-06]",00912
detected_faces\00911.jpg,East Asian,Asian,Female,20-29,"[0.18243724 0.00085637 0.0298901  0.578667   0.1850695  0.00314945
 0.01993038]",[0.04193148 0.01286777 0.9433484  0.00185237],[0.03336355 0.9666364 ],"[9.5818552e-07 1.7036671e-03 3.6039191e-01 6.0692924e-01 3.0159518e-02
 8.0186059e-04 1.1516828e-05 1.2090394e-06 1.0562505e-07]",00911
detected_faces\00907.jpg,White,Asian,Female,20-29,"[0.38553408 0.06321892 0.16948058 0.17736353 0.10750122 0.0100948
 0.08680682]",[0.01095286 0.17168365 0.7995704  0.01779311],[0.28313327 0.7168667 ],"[3.8766984e-03 2.2343289e-02 7.8098424e-02 6.4869416e-01 2.1017925e-01
 3.2998823e-02 3.0494325e-03 6.5668416e-04 1.0328489e-04]",00907
detected_faces\00905.jpg,White,White,Female,20-29,"[9.62258935e-01 1.27881385e-05 2.23976988e-02 3.57977930e-03
 1.66821119e-03 3.93259776e-04 9.68929101e-03]",[9.9848127e-01 7.0477190e-06 1.2312745e-03 2.8031960e-04],[3.9158465e-04 9.9960840e-01],"[1.9424215e-05 8.9274310e-03 1.8029134e-01 3.6442947e-01 3.5893685e-01
 8.5163489e-02 2.0612052e-03 1.4674128e-04 2.4089251e-05]",00905
detected_faces\00904.jpg,White,White,Female,20-29,"[9.2020214e-01 1.0006510e-03 2.6310977e-02 4.9242200e-03 2.9268181e-03
 3.2922067e-04 4.4306029e-02]",[0.70478857 0.06372336 0.2299399  0.00154813],[0.2971842  0.70281583],"[4.3455952e-06 4.4408080e-05 3.7162385e-03 4.7939715e-01 4.5729727e-01
 5.7685658e-02 1.7583199e-03 9.1463269e-05 5.1012048e-06]",00904
detected_faces\00900.jpg,East Asian,Asian,Male,9-Mar,"[0.0481201  0.11788794 0.09787708 0.4042638  0.23249705 0.05622381
 0.04313027]",[0.00313626 0.07715541 0.9125595  0.00714877],[0.66154164 0.33845836],"[0.12536459 0.60156685 0.09499785 0.11010295 0.04463588 0.01515948
 0.00452841 0.00275546 0.00088856]",00900
detected_faces\00899.jpg,White,Indian,Male,30-39,"[0.34069526 0.04291939 0.31311896 0.01530687 0.01045143 0.068476
 0.20903206]",[0.06864085 0.22572538 0.18577276 0.519861  ],[0.58481085 0.41518918],"[6.7717738e-06 7.4441115e-05 3.9624157e-03 2.5816515e-01 4.3158776e-01
 2.2150119e-01 7.2150506e-02 1.1717036e-02 8.3482388e-04]",00899
detected_faces\00898.jpg,Black,Black,Male,30-39,"[5.7911831e-03 9.8043156e-01 1.1006754e-02 5.9079619e-05 1.2100860e-04
 1.9640632e-03 6.2629359e-04]",[1.9810599e-04 9.9844855e-01 1.9835036e-04 1.1549683e-03],[0.5723899  0.42761007],"[6.7655899e-05 9.1486727e-04 6.7329872e-03 1.6976704e-01 5.7243741e-01
 2.2198591e-01 2.5578266e-02 2.3580964e-03 1.5770452e-04]",00898
detected_faces\00897.jpg,White,White,Male,30-39,"[9.8334420e-01 1.2215698e-04 4.7277273e-03 1.7222353e-04 2.9400468e-04
 1.4304937e-04 1.1196655e-02]",[9.9643326e-01 8.9970423e-04 1.9260684e-03 7.4101117e-04],[0.97007436 0.02992562],"[8.8874694e-06 2.4682600e-05 2.9026354e-03 2.3631269e-01 4.8147190e-01
 2.4501312e-01 3.2480769e-02 1.6616335e-03 1.2366980e-04]",00897
detected_faces\00896.jpg,East Asian,White,Female,20-29,"[3.6235541e-01 8.0826681e-04 2.3137666e-02 5.6630147e-01 3.9550353e-02
 1.3871223e-04 7.7081281e-03]",[8.6474603e-01 7.4175573e-03 1.2739480e-01 4.4159815e-04],[0.01277438 0.9872256 ],"[2.5655710e-04 9.7177792e-03 9.5773697e-02 7.1175617e-01 1.6814946e-01
 1.3932890e-02 3.8257110e-04 2.8281309e-05 2.7243659e-06]",00896
detected_faces\00894.jpg,White,White,Male,20-29,"[0.47029585 0.01366682 0.04459723 0.28583023 0.08494648 0.00490046
 0.09576299]",[0.78065634 0.04053279 0.17695172 0.00185916],[0.5655592  0.43444073],"[3.1846880e-03 3.6456745e-02 1.3448092e-01 5.0955462e-01 2.7498168e-01
 3.7114732e-02 3.4191918e-03 6.3918141e-04 1.6825862e-04]",00894
detected_faces\00892.jpg,Latino_Hispanic,Asian,Male,20-29,"[0.02808479 0.0088688  0.52268404 0.24652402 0.16652805 0.00834711
 0.01896315]",[0.07702999 0.00869894 0.8234016  0.09086956],[0.9980464  0.00195358],"[5.2736981e-05 1.8687228e-03 7.1501151e-02 6.4747143e-01 2.5272709e-01
 2.4542194e-02 1.4518434e-03 3.4590150e-04 3.8964961e-05]",00892
detected_faces\00891.jpg,White,White,Female,40-49,"[0.46451262 0.00289947 0.13715252 0.16976608 0.06626346 0.00300356
 0.15640226]",[0.62839025 0.01632234 0.35332173 0.00196573],[0.4352221  0.56477785],"[3.6058482e-05 1.3132370e-04 1.8665865e-03 1.2207221e-01 3.3733869e-01
 3.4242028e-01 1.3269538e-01 4.9160559e-02 1.4278916e-02]",00891
detected_faces\00890.jpg,Black,Asian,Male,20-29,"[0.15528321 0.2745904  0.19783923 0.14528072 0.1621733  0.02007483
 0.04475823]",[0.01882444 0.09014555 0.88904643 0.00198357],[0.97251254 0.02748746],"[0.10152573 0.12037296 0.05112155 0.43780932 0.21940313 0.0518553
 0.01225194 0.00440497 0.00125511]",00890
detected_faces\00889.jpg,Black,Black,Male,30-39,"[9.0858206e-04 9.9113846e-01 6.2074414e-03 4.4093766e-05 1.3498361e-04
 9.3590782e-04 6.3055236e-04]",[6.8024133e-06 9.9970883e-01 1.0455993e-04 1.7981234e-04],[0.99434596 0.00565406],"[0.00068816 0.00271919 0.00479794 0.15375964 0.4987674  0.27915874
 0.05095022 0.00790593 0.00125279]",00889
detected_faces\00888.jpg,White,White,Male,20-29,"[0.61660856 0.00122433 0.04448777 0.04700832 0.03522225 0.00147889
 0.25396988]",[0.729164   0.00938572 0.25055763 0.01089261],[0.8858763  0.11412366],"[8.3898914e-05 2.7241206e-03 8.5418321e-02 5.0865442e-01 3.5522786e-01
 4.5629285e-02 2.1083551e-03 1.4111408e-04 1.2615593e-05]",00888
detected_faces\00886.jpg,White,White,Female,20-29,"[9.8011452e-01 8.1452861e-05 9.0012820e-03 6.0875795e-04 3.0734253e-04
 1.0455670e-04 9.7819772e-03]",[9.9755621e-01 1.0040394e-03 7.9597137e-04 6.4388750e-04],[5.5238884e-04 9.9944758e-01],"[2.4443800e-06 4.1745385e-04 6.7674018e-02 5.4426539e-01 3.6197442e-01
 2.5217855e-02 4.3862537e-04 9.4607321e-06 3.9532355e-07]",00886
detected_faces\00882.jpg,White,Indian,Female,30-39,"[0.72591984 0.00154691 0.06432775 0.00481231 0.00414133 0.00204057
 0.19721125]",[0.13670695 0.36683872 0.09232955 0.40412474],[0.05759243 0.94240755],"[7.1147979e-06 2.2271220e-04 5.7481020e-03 4.5269930e-01 4.7613388e-01
 6.2889174e-02 2.1984221e-03 9.5912925e-05 5.3215131e-06]",00882
detected_faces\00881.jpg,White,White,Female,30-39,"[0.4325489  0.1641692  0.140679   0.16660164 0.04170258 0.00525831
 0.04904038]",[0.8595251  0.06640517 0.07029444 0.00377536],[0.25192007 0.74807996],"[0.00046915 0.00452377 0.01744096 0.3370685  0.39958373 0.1838565
 0.03563711 0.01562302 0.00579725]",00881
detected_faces\00880.jpg,Indian,Asian,Female,30-39,"[0.01071851 0.06138308 0.11775406 0.03054241 0.10799832 0.56091326
 0.1106903 ]",[0.04454421 0.05024576 0.71237564 0.19283439],[0.44810933 0.55189073],"[3.1784314e-04 6.3084541e-03 5.4581907e-02 2.5301754e-01 3.4021258e-01
 2.8784129e-01 4.7932412e-02 8.7020965e-03 1.0858282e-03]",00880
detected_faces\00878.jpg,White,White,Female,30-39,"[0.8434299  0.00352662 0.06376613 0.03415647 0.0200935  0.00532669
 0.02970067]",[0.5869661  0.15227327 0.13210629 0.12865433],[0.05883163 0.94116837],"[0.0021227  0.00763689 0.01757732 0.20019339 0.33029097 0.29288846
 0.09110513 0.04520594 0.01297918]",00878
detected_faces\00876.jpg,White,White,Male,20-29,"[9.5095694e-01 3.1191148e-04 1.1703679e-02 2.1857055e-02 5.9900042e-03
 4.4674342e-04 8.7336246e-03]",[0.9461     0.00228611 0.04882197 0.00279192],[0.84795576 0.15204424],"[1.6422091e-03 4.4439796e-02 2.7283317e-01 6.3284200e-01 4.7013558e-02
 1.1972535e-03 2.8373877e-05 3.0689805e-06 5.3434849e-07]",00876
detected_faces\00875.jpg,White,White,Male,30-39,"[9.2266917e-01 6.0228074e-05 4.6037275e-02 2.0580743e-03 1.4792015e-03
 1.2479076e-04 2.7571358e-02]",[9.9000072e-01 5.6603190e-04 8.4280893e-03 1.0051626e-03],[0.9942856  0.00571435],"[2.36100241e-05 1.27937601e-04 3.28205316e-03 2.92608857e-01
 5.92962146e-01 1.07931405e-01 2.99292570e-03 6.89834342e-05
 2.14751526e-06]",00875
detected_faces\00874.jpg,White,White,Male,30-39,"[9.7313881e-01 2.4024081e-05 3.0603071e-03 5.0840859e-04 2.6984268e-04
 1.0912773e-04 2.2889588e-02]",[9.9952936e-01 1.8509230e-05 7.8914301e-05 3.7321611e-04],[0.99884903 0.00115093],"[5.4832879e-05 7.2338480e-05 9.2191203e-04 1.4764878e-01 4.5611989e-01
 3.4987226e-01 4.1768067e-02 3.2735122e-03 2.6833298e-04]",00874
detected_faces\00873.jpg,White,Indian,Male,30-39,"[0.48084316 0.00428285 0.09063574 0.15383425 0.10941259 0.01645949
 0.14453188]",[0.29095098 0.0275115  0.20094632 0.48059124],[0.9839817  0.01601828],"[0.0067785  0.00447714 0.00621303 0.23953699 0.46540016 0.21762465
 0.04228968 0.01533861 0.00234129]",00873
detected_faces\00872.jpg,Latino_Hispanic,Asian,Male,30-39,"[0.11035359 0.20544739 0.31269476 0.03835276 0.10504917 0.03504657
 0.19305576]",[0.08399806 0.35615268 0.3840206  0.17582862],[0.98043317 0.01956682],"[2.5465321e-02 1.6656406e-02 5.4735597e-03 3.4594849e-01 4.9813712e-01
 1.0065883e-01 6.0393177e-03 1.2724011e-03 3.4853048e-04]",00872
detected_faces\00869.jpg,White,White,Female,20-29,"[0.82440776 0.00705649 0.01125128 0.12770274 0.01967208 0.00108438
 0.00882526]",[0.559199   0.23441836 0.1429738  0.06340886],[0.02209874 0.9779013 ],"[1.1760640e-05 9.1227808e-04 2.3583345e-02 6.2950188e-01 3.1023192e-01
 3.4424420e-02 1.1178965e-03 1.7743978e-04 3.9114690e-05]",00869
detected_faces\00868.jpg,White,White,Female,20-29,"[0.48863348 0.00227397 0.3846523  0.00810927 0.00743211 0.00238445
 0.10651438]",[0.88141125 0.00482138 0.0888667  0.02490067],[0.08123821 0.9187618 ],"[5.0921044e-06 3.7681512e-04 7.1731284e-02 7.4264014e-01 1.7874807e-01
 6.4045158e-03 9.0710259e-05 3.2705836e-06 1.4271447e-07]",00868
detected_faces\00865.jpg,Black,Black,Female,19-Oct,"[8.4475108e-04 9.4735086e-01 9.1563351e-03 1.2505188e-03 8.0995103e-03
 3.0113799e-02 3.1842592e-03]",[8.3695932e-06 9.9651754e-01 1.5289629e-03 1.9451575e-03],[0.38416448 0.6158355 ],"[4.9455417e-04 1.5649033e-01 4.7757161e-01 2.9338858e-01 6.4023562e-02
 7.2028264e-03 6.3215272e-04 1.6681274e-04 2.9589997e-05]",00865
detected_faces\00864.jpg,Latino_Hispanic,Black,Male,20-29,"[0.14291711 0.23760258 0.25070184 0.08635408 0.16637407 0.07007972
 0.04597061]",[3.0791454e-04 6.1306745e-01 3.4733656e-01 3.9288081e-02],[0.76258266 0.23741734],"[5.7758800e-05 2.4575314e-03 4.0667154e-02 5.3203148e-01 3.5593015e-01
 5.9419915e-02 8.5418755e-03 8.0548786e-04 8.8758003e-05]",00864
detected_faces\00861.jpg,White,White,Female,20-29,"[8.6111408e-01 1.5021486e-03 8.9593291e-02 2.1469498e-02 5.8188108e-03
 7.2865566e-04 1.9773476e-02]",[0.68966746 0.00071091 0.3071281  0.00249347],[0.01028607 0.9897139 ],"[2.0102952e-05 1.4047807e-03 7.2887294e-02 6.0207963e-01 2.9282498e-01
 2.8268095e-02 2.1305473e-03 3.4188436e-04 4.2652831e-05]",00861
detected_faces\00859.jpg,East Asian,Asian,Male,20-29,"[0.22728686 0.00361482 0.11371706 0.38916898 0.08139792 0.01489758
 0.1699168 ]",[0.03117194 0.01045572 0.94399196 0.0143804 ],[0.917127   0.08287299],"[1.4299355e-04 5.9988903e-04 1.7259477e-02 3.4673500e-01 3.4491584e-01
 1.9385888e-01 6.8433814e-02 2.5473699e-02 2.5804073e-03]",00859
detected_faces\00855.jpg,White,White,Female,20-29,"[9.4678015e-01 8.8183762e-05 1.1111248e-02 1.6636187e-02 2.7238913e-03
 1.7485833e-04 2.2485388e-02]",[0.9471583  0.00368056 0.04704368 0.00211751],[0.01663924 0.98336077],"[4.93935913e-05 1.16511611e-02 3.03528279e-01 6.51192546e-01
 3.28017138e-02 7.64563854e-04 1.15464845e-05 6.18994022e-07
 9.20654699e-08]",00855
detected_faces\00853.jpg,Black,Black,Female,20-29,"[3.5812319e-04 9.9661648e-01 1.5407994e-03 1.2829303e-04 2.1418997e-04
 1.0391407e-03 1.0308112e-04]",[2.3800741e-04 9.8086619e-01 1.6719626e-02 2.1761947e-03],[0.28324768 0.71675235],"[1.0972911e-05 4.8564697e-04 2.5939213e-02 5.2451319e-01 3.7239343e-01
 7.1636893e-02 4.4952538e-03 4.7304432e-04 5.2331277e-05]",00853
detected_faces\00852.jpg,East Asian,Asian,Male,20-29,"[0.05733235 0.0340519  0.22737953 0.44697586 0.18690084 0.02921162
 0.01814787]",[0.00637737 0.25964564 0.6926939  0.04128306],[0.89323086 0.10676911],"[3.4662408e-03 8.1406809e-02 1.9852838e-01 5.5287182e-01 1.4084890e-01
 1.9999428e-02 2.1861335e-03 6.1544334e-04 7.6772398e-05]",00852
detected_faces\00851.jpg,White,White,Male,30-39,"[9.8107123e-01 2.0637031e-05 6.0568410e-03 7.4063646e-05 9.1725698e-05
 8.2667873e-05 1.2602802e-02]",[0.9932033  0.00159779 0.00282078 0.00237818],[0.9984376  0.00156244],"[1.5139268e-06 1.6814593e-05 2.3020301e-03 3.8715741e-01 5.3705758e-01
 7.1862027e-02 1.5808457e-03 2.0785492e-05 9.3539967e-07]",00851
detected_faces\00850.jpg,Indian,Asian,Female,30-39,"[0.03759319 0.1664474  0.15871315 0.07988124 0.11276148 0.40987346
 0.03473015]",[0.00973777 0.05431336 0.8504244  0.08552447],[0.3840343  0.61596566],"[0.00070577 0.0088237  0.03430741 0.30239686 0.39227074 0.1727031
 0.05512469 0.02667988 0.00698783]",00850
detected_faces\00849.jpg,White,White,Female,20-29,"[8.5842168e-01 5.5411959e-04 3.6425043e-02 3.4483332e-02 1.7541545e-02
 5.2484911e-04 5.2049376e-02]",[0.73892516 0.01892023 0.23348638 0.00866825],[0.00931417 0.9906858 ],"[1.4382067e-04 5.4173339e-03 8.4304839e-02 6.9170851e-01 1.9884193e-01
 1.8990139e-02 5.3046545e-04 5.4920980e-05 8.0205136e-06]",00849
detected_faces\00842.jpg,East Asian,Asian,Female,20-29,"[1.5836174e-04 1.8658080e-05 7.3712063e-04 7.4592316e-01 2.5307989e-01
 7.5626122e-05 7.1655022e-06]",[2.3539957e-05 4.8949307e-05 9.9977714e-01 1.5034301e-04],[0.04085169 0.95914835],"[4.9348582e-06 2.9926561e-03 1.8072431e-01 5.4937780e-01 2.3609459e-01
 2.9191291e-02 1.4092638e-03 1.9545962e-04 9.6134900e-06]",00842
detected_faces\00841.jpg,East Asian,White,Female,20-29,"[0.26018927 0.01354995 0.06255121 0.5632805  0.08969048 0.00076236
 0.00997616]",[0.6052861  0.00396279 0.38732964 0.00342142],[0.01690311 0.98309684],"[2.1576200e-04 2.6304202e-02 1.2050093e-01 6.8177646e-01 1.5034804e-01
 2.0084338e-02 6.5078930e-04 9.5567528e-05 2.3976781e-05]",00841
detected_faces\00840.jpg,White,White,Female,20-29,"[8.7474489e-01 1.5069082e-03 3.0586064e-02 5.8309324e-03 6.0420968e-03
 4.4073301e-04 8.0848247e-02]",[0.53613657 0.01840544 0.4447075  0.00075051],[0.14211982 0.8578802 ],"[4.8327461e-04 3.1273910e-03 4.2115223e-02 6.3778895e-01 2.8415975e-01
 2.7929708e-02 3.7798819e-03 5.5425754e-04 6.1487073e-05]",00840
detected_faces\00837.jpg,White,White,Female,20-29,"[8.10383916e-01 4.15453251e-04 3.49553265e-02 1.18637666e-01
 1.32912453e-02 4.79350565e-04 2.18371060e-02]",[0.81831527 0.00355602 0.17038591 0.00774281],[0.00684666 0.99315333],"[2.5649110e-04 3.7403733e-02 8.0224201e-02 3.4312305e-01 2.7136680e-01
 2.0188372e-01 5.2297533e-02 8.9084301e-03 4.5360546e-03]",00837
